,index,ra,dec,ObjectId,g_psfMag,g_psfMagErr,r_psfMag,r_psfMagErr,u_psfMag,u_psfMagErr,g_psfFlux,g_psfFluxErr,r_psfFlux,r_psfFluxErr,u_psfFlux,u_psfFluxErr,g_extendedness,u_extendedness,r_extendedness,g_pixelFlags_inexact_psfCenter,u_pixelFlags_inexact_psfCenter,r_pixelFlags_inexact_psfCenter,g-r,u-g,g-r_err,u-g_err,color_flags,diaObjectId,nDiaSources,g_psfFluxMean,u_psfFluxMean,r_psfFluxMean,i_psfFluxMean,z_psfFluxMean,y_psfFluxMean,g_psfFluxSigma,u_psfFluxSigma,r_psfFluxSigma,i_psfFluxSigma,z_psfFluxSigma,y_psfFluxSigma,g_scienceFluxMean,u_scienceFluxMean,r_scienceFluxMean,i_scienceFluxMean,z_scienceFluxMean,y_scienceFluxMean,g_scienceFluxMeanErr,u_scienceFluxMeanErr,r_scienceFluxMeanErr,i_scienceFluxMeanErr,z_scienceFluxMeanErr,y_scienceFluxMeanErr,g_psfFluxChi2,u_psfFluxChi2,r_psfFluxChi2,i_psfFluxChi2,z_psfFluxChi2,y_psfFluxChi2,g_psfFluxPercentile25,g_psfFluxPercentile75,u_psfFluxPercentile25,u_psfFluxPercentile75,r_psfFluxPercentile25,r_psfFluxPercentile75,i_psfFluxPercentile25,i_psfFluxPercentile75,z_psfFluxPercentile25,z_psfFluxPercentile75,y_psfFluxPercentile25,y_psfFluxPercentile75,g_psfFluxStetsonJ,u_psfFluxStetsonJ,r_psfFluxStetsonJ,i_psfFluxStetsonJ,z_psfFluxStetsonJ,y_psfFluxStetsonJ,r_psfFluxIQR,r_psfFluxIQRFrac,shape_flags,point_size,simbad_results
4390,252125,94.71417916920763,-25.17019522569474,614429019114317687,15.8846,0.000118241,15.6319,0.000126554,16.84,0.00056866,1607550.0,175.068,2028720.0,236.469,666788.0,349.233,0.0,0.0,,True,False,True,0.25269985,0.95540047,0.000244795,0.000686901,in_passed,6.144290191143076e+17,128.0,-29266.52734375,-7508.5283203125,-334637.25,-568892.5,-29532.65234375,-727.5767211914062,108418.19341041526,7737.426456862031,383567.6168322234,500357.9450070228,13093.706528578286,21425.42551802518,1437032.25,611276.125,1154940.75,538311.5,2360351.75,1877805.125,192.87008666992188,432.2450256347656,186.61721801757812,212.47259521484375,418.01605224609375,1286.910400390625,892222.0,309.142,4104410.0,1387160.0,924.219,214.231,19521.802734375,35184.9931640625,-13528.199951171875,-5813.4327392578125,18762.13037109375,45042.5087890625,-836027.21875,107914.9921875,-39446.5751953125,-20229.3583984375,-22380.4677734375,10057.8076171875,32.27628849120703,3.6143202413303293,220.41648865282494,306.84256396353794,4.921854499673581,5.372882441380213,26280.37841796875,0.26963565656255556,in_passed,60,N/A
4519,258990,94.92435202317417,-25.14915326849608,614436440817805609,16.0815,0.000166159,15.8398,0.000578228,17.0391,0.000580389,1340900.0,205.209,1675240.0,892.179,555098.0,296.732,,0.0,,True,True,True,0.24169922,0.95760155,0.000744387,0.000746548,in_dia,6.144364408177951e+17,103.0,208270.15625,-4172.0634765625,,,-415512.53125,-980352.375,22387.39479520406,7346.734887061885,,,872500.6265101695,1011357.6958075758,2787637.75,583176.625,,,4958793.5,4312962.0,236.9181365966797,462.9624938964844,,,549.13720703125,1745.499755859375,8529.54,207.043,,,3492460.0,509234.0,194620.1875,221774.734375,-9197.49267578125,-2742.287841796875,,,,,217415.83984375,295614.15625,38976.40234375,61893.7666015625,9.439787343495148,2.8387188989771124,,,158.88321198915335,121.80003750922658,,,in_dia,15,N/A
4523,259213,94.97769490674297,-25.197070625998638,614436372098326733,15.8832,0.000100213,15.5512,9.57768e-05,17.0552,0.000546501,1609630.0,148.567,2185290.0,192.772,546932.0,275.296,0.0,0.0,,True,False,True,0.33199978,1.1720009,0.00019598979,0.000646714,in_passed,6.144363720983185e+17,132.0,8134.09033203125,1319.0880126953125,-158278.140625,-409426.4375,-9055.4140625,-1777.046142578125,8222.063172184466,6310.886018243247,319809.5550394713,514703.4783786089,12478.158441687887,17116.943519535896,1451791.875,549047.375,1717298.5,1451935.0,2730912.0,2365508.0,250.7957763671875,749.4506225585938,181.6884307861328,421.6024475097656,388.2462463378906,1570.926025390625,1079.97,49.6151,5181020.0,1059270.0,1009.79,100.285,2009.9960327148438,11785.41015625,-3471.4595947265625,4705.9652099609375,100304.875,132002.4609375,-601885.21875,102107.33984375,-19640.2861328125,-2596.5989990234375,-18243.37109375,12670.94921875,5.141818302771756,2.9161874097463096,127.75912692132893,257.7702233812073,4.119350967547042,4.146689244546794,31697.5859375,0.8160513449953061,in_passed,60,N/A
4536,259850,94.93492696347725,-24.9953232729001,614437128012569329,15.4014,9.12398e-05,15.1278,0.00014078,16.4098,0.00037289,2508580.0,210.809,3227550.0,418.495,991002.0,340.354,,0.0,,True,True,True,0.27359962,1.0084,0.00023201981,0.00046412981,in_dia,6.144371280125624e+17,121.0,63607.41796875,8792.662109375,,,-134718.59375,-4053.672607421875,229753.86834498824,5863.173917302629,,,278733.5428967815,24447.282463551743,2329652.5,890727.25,,,3751191.25,3683342.75,216.17657470703125,396.9736022949219,,,435.8195495605469,1412.305908203125,2405540.0,243.616,,,1000720.0,250.835,168377.7421875,201943.32421875,6680.327392578125,12796.892578125,,,,,-38679.53125,-2203.4066772460938,-29238.73046875,11732.3955078125,57.06145890726826,1.7551868072751353,,,34.30224724986862,4.380123126114188,,,in_dia,15,N/A
4579,262401,94.92416210712967,-24.913314647979618,614437128012571491,15.2942,9.87478e-05,15.0514,0.000212314,16.3726,0.000387647,2768890.0,251.831,3462840.0,677.151,1025570.0,366.167,,0.0,,True,True,True,0.24279976,1.0784006,0.0003110618,0.0004863948,in_dia,6.144371280125624e+17,106.0,161014.546875,7398.8662109375,,,-435431.625,-8937.8310546875,208515.38484731113,9714.070014026522,,,749294.1241260439,42900.289778103244,2473559.25,927951.5625,,,3946702.5,5313635.0,253.48294067382812,482.9925842285156,,,428.6932678222656,1847.5841064453125,1884170.0,304.477,,,4042040.0,453.695,253417.23046875,305852.171875,5173.1939697265625,12217.61181640625,,,,,154017.609375,214568.765625,-28345.5234375,20441.294921875,50.588000448534416,2.8124594954155477,,,160.10466016683287,5.088146837191082,,,in_dia,15,N/A
4604,263527,94.92263624917497,-25.231851913967994,614435753623041404,18.7509,0.000382478,18.7214,0.000373318,19.7113,0.00296596,114717.0,40.4121,117884.0,40.5329,47365.3,129.39,0.0,0.0,0.0,True,True,True,0.029500961,0.9603996,0.000755796,0.003348438,in_passed,6.144357536230278e+17,186.0,-21039.12109375,3432.15869140625,-11608.3544921875,-6390.08544921875,-3882.079833984375,,22381.719304454888,16907.77552087772,11558.706970415918,8608.215295310338,8506.3369140625,,109667.8359375,48311.42578125,114239.296875,96476.6171875,104091.2421875,,43.35859680175781,308.08648681640625,43.95809555053711,101.82218933105469,108.05899047851562,,220810.0,1672.95,66132.0,6106.46,5177.79,,-35294.921875,-8578.8349609375,-3374.834228515625,26755.2890625,-19595.2900390625,-6018.055419921875,-16535.71044921875,238.580810546875,-6985.60009765625,-5495.48974609375,,,44.61053799254417,14.12004783498663,24.675740213671308,19.944297455838015,4.470708184564633,,13577.234619140625,0.040281836309517184,in_passed,60,['*']
4615,263649,94.96273992841834,-25.00347102062618,614437059293096228,15.9189,9.59805e-05,15.6614,9.7793e-05,16.8735,0.000481371,1557600.0,137.693,1974400.0,177.836,646561.0,286.658,0.0,0.0,,True,False,True,0.2574997,0.9546013,0.0001937735,0.0005773515,in_passed,6.144370592930857e+17,161.0,21931.85546875,9545.77734375,-15718.1376953125,-154821.828125,4485.66650390625,-10569.408203125,11706.628493114928,5159.233922350527,183182.49907639448,308162.395202944,13195.308765765814,15639.074488102182,1413244.875,628427.4375,1879318.375,912337.4375,2174843.75,1545425.625,171.34738159179688,369.01849365234375,216.39784240722656,292.5669250488281,346.5094909667969,1071.2684326171875,4830.66,174.531,1655450.0,738340.0,1386.22,169.677,14393.513427734375,31412.779296875,7105.3284912109375,10625.985595703125,76740.23828125,98392.48046875,94100.7265625,141210.546875,787.0564727783203,13715.212890625,-16684.12158203125,-10212.1328125,7.731789973831461,1.3964977035399013,54.8620637781153,137.45371064728445,4.188742667470129,2.854906562068262,21652.2421875,0.12402475763260397,in_passed,60,N/A
4843,276777,95.1577322783045,-25.311459581798744,612929903729321337,15.6274,0.000105085,15.375,0.000108992,16.6177,0.000682426,2037190.0,197.174,2570300.0,258.02,818286.0,514.324,0.0,0.0,,True,False,True,0.2524004,0.9903002,0.000214077,0.000787511,in_passed,6.129299037293117e+17,114.0,-60751.8046875,10158.3046875,138869.828125,,-6213.30419921875,12353.8818359375,145636.8001654226,9460.71023906562,211905.0244984964,,22552.48106898649,12191.385858433901,1532143.125,815630.6875,2362454.75,,2722006.5,2713205.25,194.3168182373047,640.0376586914062,267.78314208984375,,483.26641845703125,1435.1356201171875,1190140.0,156.339,1802810.0,,1940.6,52.4975,25079.0419921875,51587.7763671875,10407.26806640625,14510.4072265625,235725.734375,288674.65625,,,-19023.10107421875,9778.43896484375,757.25439453125,20868.8798828125,49.72197647380342,2.0567270802189856,53.060177754606016,,7.232678220442443,2.1584752759989816,52948.921875,0.48670803845830135,in_passed,60,N/A
4863,277165,95.10607190710688,-25.35661674457975,612929903729319408,15.3038,0.000112824,15.082,0.000184937,16.2548,0.00048661,2744610.0,285.205,3366690.0,573.461,1143060.0,512.302,,0.0,,True,False,True,0.22179985,0.95100117,0.000297761,0.000599434,in_dia,6.129299037293117e+17,65.0,85566.4453125,11466.603515625,,,-103261.984375,19894.619140625,241428.08810801903,12458.240156336242,,,403500.97576203925,31469.498342793562,2396870.0,1149325.25,,,4141442.25,4507922.0,299.8150329589844,763.008544921875,,,630.9255981445312,1896.04541015625,1665000.0,223.236,,,735666.0,226.934,206680.53125,268725.96875,9150.997802734375,18903.779296875,,,,,70274.328125,98260.890625,-3368.9180908203125,42027.470703125,63.22464366124786,3.547693998241431,,,49.940760075119094,5.383040021764637,,,in_dia,15,N/A
4961,282133,95.53880722768525,-24.97017887294832,614436853134667983,15.9349,0.000271867,15.6885,0.000157989,16.8912,0.00147431,1534710.0,384.289,1925710.0,280.217,636118.0,863.78,0.0,0.0,,False,False,True,0.24639988,0.9562988,0.000429856,0.001746177,in_passed,6.144368531346555e+17,50.0,7420.58447265625,21822.546875,-401811.34375,-772456.125,-15644.5859375,8970.46484375,11086.61188596832,6174.58230590218,404174.85286531935,580120.7069406628,12434.581004891314,33305.722596143736,1073578.875,644505.9375,827381.25,616801.6875,2379829.75,2041685.625,354.9685974121094,972.5814819335938,181.2933349609375,372.7107849121094,958.9115600585938,1668.4647216796875,834.608,21.3027,3427160.0,445365.0,104.323,282.258,-2058.178009033203,7427.173583984375,18538.271484375,24585.6884765625,-644999.8125,129139.546875,-951729.1875,81180.46875,-22131.072265625,-8517.4384765625,-7715.5289306640625,39218.60546875,7.577998004261044,2.1817999850966756,319.1286132689102,236.21253681766376,3.6208501760999483,8.489176142818586,774139.359375,7.057906984198212,in_passed,60,N/A
4984,283249,95.0381032480516,-25.016429469389383,614437059293095257,15.3568,8.81666e-05,15.0723,0.000211657,16.4769,0.000390631,2613730.0,212.246,3396730.0,662.169,931634.0,335.187,,0.0,,True,False,True,0.28450012,1.1201,0.0002998236,0.0004787976,in_dia,6.144370592930857e+17,121.0,232963.28125,12200.3134765625,,,-311329.71875,-695.2740478515625,30439.129754555175,5067.342330845025,,,718708.3511852146,31418.33980746849,2890524.25,926401.625,,,4234926.5,3986501.0,242.61196899414062,490.7562561035156,,,427.5615234375,1564.1590576171875,15157.0,94.1965,,,4102650.0,286.504,214290.265625,257653.25,9512.505126953125,13093.338623046875,,,,,217367.390625,276185.25,-31773.27734375,17925.923828125,14.041176344736773,1.0533761595165665,,,146.7023835741614,4.559273091075358,,,in_dia,15,N/A
5010,284329,95.56999767394173,-25.01867720725831,614436853134665700,15.8797,0.00035701,15.5889,0.000245601,17.0234,0.00192049,1614750.0,530.958,2110770.0,477.472,563196.0,996.204,,0.0,,True,False,True,0.2908001,1.1436996,0.000602611,0.0022775,in_passed,6.144368531346555e+17,20.0,9708.5263671875,-11044.8291015625,-268158.875,290638.65625,-82249.359375,-21365.3828125,13360.585077506634,2745.147347378358,505478.93822194275,,9880.944432148974,2424.540713370995,1672574.875,566234.25,1051794.5,2784940.5,2864885.0,2914530.5,774.7554321289062,1116.2286376953125,322.4941101074219,1884.3255615234375,1671.7615966796875,2827.96923828125,157.083,2.34599,1083900.0,0.0,12.03,0.273351,2855.509521484375,15599.236328125,-12036.34912109375,-10095.23681640625,-531430.21875,186287.90625,290638.65625,290638.65625,-84515.82421875,-77528.94140625,-22301.21728515625,-20586.80810546875,6.5127882502800505,1.1596497320256174,257.3234680778006,,2.5092407899084614,-0.8523933288689649,717718.125,0.46040014093264114,in_passed,60,N/A
5028,284901,95.06795362520671,-24.973599127687514,614437059293097590,16.0537,0.000180225,15.8988,0.00142155,17.3461,0.000562947,1375710.0,228.359,1586660.0,2077.42,418378.0,216.926,,0.0,,True,False,True,0.1548996,1.2924004,0.0016017751,0.000743172,in_dia,6.144370592930871e+17,52.0,136539.25,9910.3349609375,,,,,300979.57291415037,2446.195686391367,,,,,2189523.75,429097.59375,,,,,217.58790588378906,748.8278198242188,,,,,2481000.0,6.44397,,,,,250715.40625,284822.84375,8570.782958984375,11013.40625,,,,,,,,,68.93617912900908,0.9683415028475411,,,,,,,in_dia,15,N/A
5044,285755,94.99259687183456,-24.990555469254996,614437059293096842,15.2959,9.09057e-05,15.075,0.000195275,16.2789,0.000348851,2764550.0,231.468,3388540.0,609.446,1117970.0,359.206,,0.0,,True,True,True,0.22090054,0.9829998,0.0002861807,0.0004397567,in_dia,6.144370592930857e+17,112.0,22899.18359375,-6866.890625,,,-507384.625,-12952.7431640625,289728.1907365268,9620.909090369403,,,784144.6299571679,33482.062519294836,2134336.5,1030182.4375,,,3916076.25,4942230.5,213.75445556640625,497.315185546875,,,444.3973083496094,1776.452392578125,3908770.0,345.401,,,4855450.0,314.867,243088.1875,289492.4765625,-12536.31494140625,-7428.36474609375,,,,,194847.15625,269495.7890625,-42529.25,13771.7822265625,90.98820914086811,2.398219239254198,,,180.17977415248703,4.9270740127729935,,,in_dia,15,N/A
5261,294391,95.01475353457849,-25.092214969251955,614436372098331933,15.9681,0.000101151,15.7148,0.00010308,16.9388,0.000519274,1488520.0,138.675,1879680.0,178.456,608809.0,291.174,0.0,0.0,,True,True,True,0.2532997,0.9707012,0.00020423101,0.000620425,in_passed,6.144363720983183e+17,145.0,12009.634765625,-7444.40234375,-108148.6640625,-405088.5625,-8929.44140625,21045.96875,10475.32818784148,3521.6924614191835,243158.70060355862,430542.5302305747,13499.732888911656,8327.798718331109,1325224.75,614457.5625,1516702.5,776147.375,2271164.5,2212020.0,175.92767333984375,508.9067077636719,205.1967010498047,284.28741455078125,338.3763427734375,1324.626220703125,3225.24,38.7659,2981140.0,1367000.0,1560.99,31.2019,4733.6611328125,17863.603515625,-10414.30859375,-6532.23388671875,92852.05859375,112428.5078125,-110916.34375,138864.9453125,-14299.456298828125,-2435.6163330078125,17541.638671875,28451.654296875,6.808094761412838,1.1390803098109932,101.25263093555606,264.623735632528,4.028853168025802,1.394963675627854,19576.44921875,0.4432637904474137,in_passed,60,N/A
5357,300044,95.20102159322268,-24.91626737503265,614436990573623742,15.525,9.82368e-05,15.2022,0.000140577,16.7035,0.000450972,2238800.0,202.565,3013970.0,390.237,756157.0,314.078,,0.0,,True,False,True,0.32279968,1.1785011,0.00023881381,0.0005492088,in_dia,6.14436990573609e+17,101.0,-102310.71875,-851.00537109375,,,-221726.015625,15994.734375,259362.94343964005,8793.758587690698,,,456062.3491170265,32229.18518431185,1970980.5,721661.6875,,,3566754.75,4209797.0,201.56861877441406,944.2930297851562,,,422.1988525390625,1620.701416015625,4062530.0,56.7853,,,2742240.0,352.545,93048.763671875,115602.216796875,-4241.123748779297,4550.5615234375,,,,,112113.94921875,158093.3515625,5791.697265625,38845.23828125,85.42083206296361,3.994157925208883,,,87.68018066190209,4.76422830041711,,,in_dia,15,N/A
5558,309048,95.52894459722307,-24.90281517921121,614436853134670575,15.7927,0.000267023,15.6039,0.000159237,16.743,0.00138466,1749560.0,430.282,2081780.0,305.319,729138.0,929.884,0.0,0.0,,True,False,True,0.18879986,0.9503002,0.00042626,0.001651683,in_passed,6.144368531346555e+17,45.0,18668.537109375,29480.013671875,-209296.296875,-587571.5625,-21818.90625,9974.0322265625,16512.33565503245,7751.780019019966,355636.7134167646,514780.9826676577,11985.811148334049,13105.810386813531,1222058.625,739175.6875,1302574.125,726304.375,2479788.75,1459828.875,373.6207275390625,1047.3416748046875,257.620849609375,397.5915832519531,887.2573852539062,1946.28466796875,1244.22,28.895,2261780.0,333954.0,132.968,15.4918,244.744140625,28010.61328125,26190.5703125,33641.4375,116953.7421875,145099.046875,-792154.1875,-606654.125,-31162.5458984375,-13112.103271484375,1615.130126953125,10882.337890625,11.373538744102614,2.5508990881123905,165.40480670743298,189.81184026500375,4.290439890553659,2.6975243177098323,28145.3046875,0.07554004458008731,in_passed,60,N/A
5583,310474,95.44023698359784,-24.93707527156488,614436921854146877,15.8665,0.000141763,15.5626,0.000123428,16.9528,0.000942574,1634480.0,213.412,2162600.0,245.847,600996.0,521.75,0.0,0.0,,True,False,True,0.30389977,1.0863008,0.00026519102,0.001084337,in_passed,6.144369218541322e+17,82.0,-75827.578125,-17918.765625,-245059.984375,-650942.0,-30879.494140625,-2658.036865234375,186646.50622812845,6439.375828073998,401107.24649054446,645694.4734000798,16932.017393327416,11626.671848175141,1137470.25,608664.0,1277975.375,719687.375,2756123.25,2769210.25,307.14501953125,623.9683837890625,191.0587921142578,329.1688537597656,595.0379638671875,1737.4747314453125,431190.0,78.6095,4714330.0,1244470.0,719.675,34.4097,-9353.32666015625,5516.14599609375,-20752.7548828125,-13695.20751953125,166321.828125,207668.2890625,-970281.0625,191176.265625,-40455.759765625,-19128.513671875,-4329.46435546875,5283.931640625,74.69412435787306,2.3491783361720127,223.33795461642595,404.85824269649095,5.471519760030856,1.3081405320198107,41346.4609375,1.448802414183864,in_passed,60,N/A
5646,313229,95.35654652742157,-24.989571199310777,614436921854143901,15.615,0.000106615,15.3385,0.000148262,16.7333,0.000731701,2060640.0,202.346,2658280.0,363.0,735683.0,495.792,,0.0,,True,True,True,0.27649975,1.1182995,0.000254877,0.000838316,in_dia,6.144369218541322e+17,86.0,-91063.9453125,12439.4287109375,,,-95718.453125,-7993.9541015625,198382.79741069823,10464.838424891328,,,296400.65074702236,18658.29524046052,1753235.375,701634.375,,,3214920.0,1357846.25,209.12255859375,583.73193359375,,,454.23291015625,1040.643310546875,2738280.0,328.303,,,1010210.0,150.025,81636.0,97505.0546875,10693.53125,21029.21484375,,,,,42573.759765625,68126.57421875,-14739.349853515625,16392.61328125,71.93043674499407,4.185720249776123,,,40.63842077264459,4.343365922937995,,,in_dia,15,N/A
5653,313712,95.35401909332366,-25.004948653316372,614436921854143051,15.7813,0.000292028,15.8133,0.00119202,16.8189,0.000739957,1767990.0,475.533,1716710.0,1884.76,679898.0,463.368,,0.0,,True,False,True,-0.03200054,1.0375996,0.0014840481,0.001031985,in_dia,6.144369218541332e+17,22.0,286865.09375,-10470.794921875,,,,,40999.12750988918,8601.01022711709,,,,,3569830.25,713723.875,,,,,578.2235717773438,543.7949829101562,,,,,4580.09,187.707,,,,,270190.16796875,311719.890625,-15592.08349609375,-9199.935302734375,,,,,,,,,14.693230923171688,2.477793938199857,,,,,,,in_dia,15,N/A
5664,314423,95.47219029149302,-24.931960891337646,614436921854145530,15.9747,0.000182225,15.6823,0.000125253,17.0791,0.00116745,1479530.0,248.318,1936720.0,223.425,535012.0,575.276,0.0,0.0,,False,False,True,0.29240036,1.1043997,0.000307478,0.001349675,in_passed,6.144369218541324e+17,59.0,-12756.966796875,-38215.87890625,-63166.890625,-130668.9375,-9659.9814453125,5039.587890625,11280.337121187466,11493.028578363062,208313.9906497479,59202.00620912266,11719.84759900826,18501.987575612526,1500061.0,543017.5,1612539.875,2275013.25,2304281.5,1539087.375,443.1274108886719,646.7413940429688,239.12550354003906,985.0675048828125,709.751953125,1622.9764404296875,542.068,200.428,1839470.0,1630.62,227.168,85.9813,-20757.638671875,-4198.00244140625,-41282.6953125,-30078.14501953125,108773.779296875,134146.2109375,-175407.515625,-117143.17578125,-17199.064453125,-7493.13671875,3356.109375,20224.9619140625,7.754341565618451,4.631055721608541,80.62446437577778,23.458542297706284,3.278424371612573,4.653729664983619,25372.431640625,0.06348053936868155,in_passed,60,N/A
5665,314424,95.47736482007335,-24.948845624252723,614436921854145529,15.6036,0.000166169,15.3086,0.000166032,16.7319,0.000900099,2082470.0,318.717,2732440.0,417.848,736607.0,610.663,,0.0,,True,False,True,0.29499912,1.1282997,0.00033220102,0.001066268,in_dia,6.144369218541322e+17,24.0,24248.55078125,-25693.0546875,,,,22742.822265625,9125.974836305317,18763.765492383594,,,,11409.466780257631,2097238.75,747099.5625,,,,3781935.75,408.1871643066406,744.3787231445312,,,,2007.864990234375,394.71,458.032,,,,23.6189,20042.361328125,27033.193359375,-26861.431640625,-14199.71337890625,,,,,,,14926.5322265625,32851.91015625,3.5613538260366835,6.376749040562725,,,,1.7508865538561822,,,in_dia,15,N/A
5760,318881,94.98987291501186,-25.2724232211445,614435684903564514,15.7732,0.000105088,15.4536,9.85228e-05,16.8965,0.000524086,1781290.0,172.41,2390960.0,216.962,632976.0,305.538,0.0,0.0,,True,False,True,0.3196001,1.1232996,0.0002036108,0.000629174,in_passed,6.14435684903551e+17,135.0,22968.90625,-4445.64013671875,-101551.375,,-3461.862548828125,-503.7200927734375,8605.361279823956,4833.954600665794,272497.52638949745,,14983.535131359173,15702.13163127112,1431535.5,493821.09375,1659883.25,,2840982.25,1966960.75,184.49594116210938,483.1313781738281,189.77987670898438,,418.1208190917969,1190.142822265625,2385.94,107.446,5492630.0,,1213.9,132.434,17350.494140625,31734.7373046875,-8066.707275390625,-4576.2864990234375,191519.23828125,226700.3046875,,,-10710.44775390625,7928.22021484375,-17054.494140625,9799.38623046875,6.011579272255877,1.8626994906136298,108.38420786787805,,4.887355343565094,4.092680682100956,35181.06640625,,in_passed,60,N/A
5772,319702,95.55754844323458,-25.107251671159812,614436165939898197,15.866,0.000281044,15.579,0.000247005,16.9208,0.00265958,1635250.0,423.287,2130020.0,484.58,618977.0,1516.23,0.0,0.0,,False,False,True,0.2869997,1.0547991,0.00052804896,0.002940624,in_passed,6.144361659398881e+17,16.0,3968.228515625,29870.421875,-253650.734375,217265.234375,,-7781.43115234375,31154.241271876166,,346674.19924967916,,,1796.1976174146232,1217499.25,630322.0,1068963.375,2502090.5,,2511681.25,482.6231689453125,1697.830078125,392.5238037109375,1783.2322998046875,,2611.07666015625,2353.95,0.0,629191.0,5.02717e-11,,0.179088,-23080.416015625,15383.1103515625,29870.421875,29870.421875,16747.169921875,37893.27734375,217265.25,217265.25,,,-8437.7607421875,-7167.6572265625,21.836640968767927,,153.30106216828565,,,-0.9060400226429278,21146.107421875,0.025008063610080313,in_passed,60,N/A
5792,320686,95.52918339846472,-25.13348923928788,614436165939897484,15.8555,0.000217655,15.5711,0.000187753,16.9305,0.00264923,1651280.0,331.028,2145620.0,371.034,613454.0,1496.84,0.0,0.0,,False,False,True,0.2844,1.0749998,0.000405408,0.002866885,in_passed,6.144361659398881e+17,21.0,3645.385986328125,32988.46484375,-344259.0,229887.078125,,17501.103515625,17035.655938394142,,459219.1658818155,140652.14531082695,,3276.949651683786,1630918.125,623646.25,705068.9375,2519853.25,,1273275.625,584.4513549804688,1673.2489013671875,259.0545959472656,1032.3463134765625,,1850.7081298828125,587.591,0.0,1063380.0,10488.8,,0.840426,6767.78662109375,8473.892578125,32988.46484375,32988.46484375,-541579.28125,50918.765625,151398.34375,291952.6015625,,,17570.73486328125,19887.88818359375,6.634017834575092,,247.76098648620217,58.85851387013579,,-0.100979210702551,592498.046875,2.0551211652922277,in_passed,60,N/A
5934,329630,95.13647571280013,-25.2530507149009,614435616184088794,16.3917,0.000236423,16.2746,0.00128732,17.4091,0.000722996,1007700.0,219.43,1122480.0,1330.89,394788.0,262.891,,0.0,,True,False,True,0.11710167,1.0173988,0.001523743,0.000959419,in_dia,6.144356161840742e+17,58.0,107743.3828125,-7076.974609375,,,,49856.30078125,186906.37241988437,3836.3279104231315,,,,37089.23145254137,2383168.5,406458.625,,,,6859663.0,240.23037719726562,450.8684387207031,,,,2563.54345703125,1763220.0,52.8702,,,,158.095,184238.58984375,218661.40625,-9722.17041015625,-5674.5496826171875,,,,,,,29907.68359375,64091.431640625,43.88878206425573,1.6163904030096594,,,,3.8324465734592565,,,in_dia,15,N/A
5950,330255,95.13793868474846,-25.288537480639366,614435616184087496,16.2054,0.000179084,16.2959,0.00072996,17.4798,0.000728424,1196330.0,197.326,1100680.0,740.004,369885.0,248.157,,0.0,,True,True,True,-0.09049988,1.2743988,0.000909044,0.000907508,in_dia,6.144356161840742e+17,74.0,-26101.056640625,6097.57373046875,,,-1099471.625,14.796250343322754,192324.5733305015,4285.4260710494955,,,1178172.679173412,42974.7262981935,1878319.625,344134.875,,,3404983.5,6634815.0,214.39456176757812,577.5047607421875,,,547.1515502929688,2343.395751953125,2034840.0,35.574,,,3567370.0,252.693,89611.146484375,109908.525390625,4693.1680908203125,7754.4754638671875,,,,,-1831065.375,172740.875,-17749.744140625,26028.5224609375,60.406529148139256,1.8482678221427824,,,314.83231582855814,4.319387076490899,,,in_dia,15,N/A
6010,332625,95.28598079188167,-25.164022696880227,614436303378852471,15.6545,0.000111412,15.3697,0.000132131,16.6832,0.000578356,1987080.0,203.902,2583030.0,314.348,770381.0,410.37,,0.0,,True,False,True,0.28479958,1.0287008,0.000243543,0.000689768,in_dia,6.144363033788416e+17,80.0,-3396.11865234375,3482.9384765625,,,50758.09765625,14636.5810546875,157042.82710602778,9047.524495787076,,,16450.388919150748,19929.52254011804,1899664.625,628511.5625,,,3284698.5,2424811.75,226.30810546875,584.414794921875,,,479.03662109375,1384.4345703125,1548640.0,179.346,,,1062.84,123.204,80643.935546875,101733.990234375,-809.27490234375,8827.7451171875,,,,,42455.3701171875,60139.4306640625,4921.0341796875,29749.2041015625,43.04163683463399,3.1176606271342697,,,4.5188728558877695,3.994522831514065,,,in_dia,15,N/A
6059,335796,95.1564874695925,-25.08539894793978,614436303378856219,15.7312,9.34637e-05,15.4702,0.000116171,16.7199,0.000451144,1851430.0,159.377,2354510.0,251.927,744819.0,309.487,0.0,0.0,,True,True,True,0.26100063,0.9886999,0.0002096347,0.0005446077,in_passed,6.144363033788416e+17,120.0,-62654.5390625,8934.1337890625,-125351.4140625,-438364.125,-151667.046875,-14006.3232421875,166994.98371947496,5172.450371692204,296766.43642992637,533303.6510966704,254475.96004570488,11383.643618450953,1381036.125,719665.8125,1538717.625,1039841.875,2641897.0,2400322.0,217.28338623046875,442.5090637207031,232.12448120117188,356.62420654296875,398.69287109375,1485.865234375,1375980.0,148.365,2654580.0,1073980.0,791353.0,42.1835,11747.11669921875,33066.0302734375,8971.6484375,12345.091796875,133428.94921875,173708.859375,-587636.25,155732.06640625,-23023.20751953125,-6809.2008056640625,-20249.4541015625,-9360.0458984375,55.072314796600125,0.9738964957501788,119.54467109090798,271.9765413558231,44.764917523334546,1.8060883319742764,40279.91015625,0.02492821875009428,in_passed,60,N/A
